surface,tourney_level,player_hand,player_ht,player_age,opponent_hand,opponent_ht,opponent_age,best_of,player_ace,player_df,player_svpt,player_1stIn,player_1stWon,player_2ndWon,player_SvGms,player_bpSaved,player_bpFaced,opponent_ace,opponent_df,opponent_svpt,opponent_1stIn,opponent_1stWon,opponent_2ndWon,opponent_SvGms,opponent_bpSaved,opponent_bpFaced,player_rank,opponent_rank,result
Hard,A,R,183.0,23.6,R,185.0,19.4,3,3.0,2.0,119.0,81.0,46.0,21.0,17.0,10.0,15.0,3.0,3.0,101.0,69.0,50.0,13.0,17.0,5.0,10.0,23.0,27.0,False
Hard,A,R,183.0,24.1,R,193.0,24.1,3,0.0,0.0,63.0,51.0,32.0,5.0,10.0,6.0,9.0,1.0,2.0,78.0,54.0,38.0,14.0,11.0,10.0,11.0,79.0,5.0,False
Hard,A,R,188.0,24.7,R,188.0,23.5,3,3.0,0.0,42.0,19.0,11.0,10.0,7.0,1.0,5.0,7.0,1.0,41.0,27.0,26.0,7.0,8.0,0.0,0.0,17.0,52.0,False
Hard,A,L,185.0,23.5,R,183.0,23.6,3,1.0,6.0,60.0,37.0,26.0,11.0,10.0,2.0,5.0,0.0,1.0,67.0,44.0,35.0,13.0,10.0,3.0,4.0,20.0,23.0,False
Hard,A,L,188.0,27.1,R,185.0,19.4,3,4.0,4.0,95.0,62.0,45.0,13.0,15.0,3.0,7.0,11.0,3.0,80.0,59.0,46.0,13.0,15.0,0.0,1.0,14.0,27.0,False
Hard,A,R,198.0,25.4,R,193.0,24.1,3,11.0,5.0,86.0,55.0,44.0,18.0,12.0,2.0,3.0,7.0,1.0,76.0,57.0,52.0,10.0,12.0,0.0,1.0,33.0,5.0,False
Hard,A,R,185.0,25.4,R,183.0,24.1,3,1.0,2.0,53.0,30.0,16.0,6.0,8.0,2.0,7.0,0.0,0.0,48.0,39.0,24.0,7.0,9.0,2.0,4.0,31.0,79.0,False
Hard,A,R,183.0,26.5,R,188.0,24.7,3,20.0,5.0,110.0,59.0,47.0,24.0,17.0,3.0,5.0,11.0,3.0,107.0,62.0,49.0,20.0,16.0,4.0,7.0,129.0,17.0,False
Hard,A,R,185.0,20.9,R,188.0,23.5,3,3.0,3.0,66.0,47.0,21.0,8.0,8.0,5.0,10.0,7.0,0.0,44.0,27.0,22.0,10.0,8.0,4.0,5.0,77.0,52.0,False
Hard,A,R,183.0,23.8,R,183.0,23.6,3,2.0,2.0,52.0,32.0,19.0,7.0,9.0,1.0,5.0,4.0,0.0,59.0,40.0,28.0,11.0,9.0,4.0,5.0,56.0,23.0,False
Hard,A,L,196.0,25.9,L,185.0,23.5,3,8.0,4.0,63.0,40.0,32.0,11.0,11.0,2.0,4.0,8.0,3.0,54.0,37.0,32.0,12.0,11.0,0.0,0.0,192.0,20.0,False
Hard,A,R,185.0,26.3,R,185.0,19.4,3,0.0,4.0,55.0,27.0,17.0,11.0,9.0,1.0,5.0,7.0,1.0,58.0,38.0,33.0,9.0,10.0,2.0,4.0,89.0,27.0,False
Hard,A,R,185.0,29.1,L,188.0,27.1,3,7.0,6.0,119.0,70.0,44.0,22.0,15.0,5.0,11.0,6.0,3.0,98.0,65.0,47.0,15.0,16.0,5.0,9.0,45.0,14.0,False
Hard,A,R,193.0,28.6,R,198.0,25.4,3,3.0,1.0,98.0,67.0,48.0,22.0,16.0,6.0,7.0,22.0,11.0,108.0,63.0,50.0,24.0,16.0,8.0,9.0,70.0,33.0,False
Hard,A,R,191.0,25.9,R,183.0,24.1,3,7.0,5.0,109.0,71.0,53.0,8.0,16.0,11.0,16.0,1.0,1.0,94.0,67.0,42.0,18.0,15.0,2.0,5.0,66.0,79.0,False
Hard,A,R,183.0,19.4,R,185.0,25.4,3,3.0,3.0,95.0,61.0,31.0,20.0,14.0,5.0,10.0,3.0,5.0,80.0,47.0,33.0,21.0,15.0,2.0,5.0,577.0,31.0,False
Hard,A,R,196.0,29.2,R,183.0,26.5,3,7.0,8.0,120.0,65.0,51.0,24.0,16.0,4.0,7.0,7.0,7.0,120.0,67.0,52.0,25.0,17.0,7.0,9.0,54.0,129.0,False
Hard,A,R,185.0,33.5,R,188.0,23.5,3,2.0,4.0,66.0,43.0,28.0,5.0,8.0,8.0,12.0,2.0,3.0,63.0,33.0,27.0,14.0,9.0,5.0,6.0,67.0,52.0,False
Hard,A,R,188.0,31.4,R,185.0,20.9,3,6.0,1.0,94.0,67.0,47.0,17.0,15.0,6.0,8.0,5.0,2.0,94.0,58.0,39.0,21.0,14.0,4.0,7.0,32.0,77.0,False
Hard,A,R,185.0,26.3,R,183.0,23.6,3,4.0,3.0,57.0,36.0,23.0,7.0,8.0,4.0,8.0,2.0,1.0,46.0,28.0,23.0,11.0,8.0,0.0,0.0,63.0,23.0,False
Hard,A,L,178.0,24.8,R,183.0,23.8,3,1.0,4.0,82.0,49.0,26.0,17.0,11.0,7.0,11.0,12.0,1.0,68.0,39.0,31.0,14.0,11.0,6.0,8.0,47.0,56.0,False
Hard,A,L,183.0,28.3,R,185.0,19.4,3,5.0,1.0,55.0,36.0,28.0,7.0,10.0,2.0,5.0,3.0,0.0,51.0,36.0,31.0,10.0,10.0,0.0,0.0,61.0,27.0,False
Hard,A,R,178.0,29.4,R,185.0,26.3,3,1.0,3.0,47.0,31.0,20.0,8.0,9.0,1.0,4.0,3.0,4.0,67.0,46.0,35.0,11.0,9.0,3.0,3.0,102.0,89.0,False
Hard,A,R,196.0,37.2,R,185.0,29.1,3,2.0,1.0,53.0,40.0,20.0,6.0,8.0,5.0,9.0,4.0,1.0,42.0,22.0,19.0,13.0,9.0,0.0,1.0,226.0,45.0,False
Hard,A,R,196.0,22.2,R,193.0,22.1,3,1.0,2.0,57.0,39.0,25.0,11.0,9.0,2.0,4.0,7.0,1.0,51.0,40.0,34.0,7.0,10.0,2.0,2.0,36.0,10.0,False
Hard,A,R,185.0,29.1,R,196.0,22.2,3,5.0,0.0,103.0,70.0,47.0,17.0,17.0,1.0,5.0,11.0,3.0,101.0,67.0,49.0,17.0,16.0,1.0,3.0,132.0,36.0,False
Hard,A,R,185.0,36.3,R,193.0,22.1,3,7.0,1.0,85.0,56.0,43.0,17.0,12.0,1.0,1.0,22.0,1.0,75.0,52.0,44.0,16.0,12.0,0.0,0.0,82.0,10.0,False
Hard,A,R,196.0,25.6,R,185.0,29.1,3,17.0,2.0,113.0,67.0,53.0,27.0,17.0,2.0,2.0,4.0,1.0,106.0,63.0,51.0,26.0,16.0,3.0,4.0,11.0,132.0,False
Hard,A,L,170.0,27.0,R,196.0,22.2,3,0.0,0.0,41.0,26.0,12.0,4.0,7.0,1.0,6.0,8.0,1.0,36.0,24.0,22.0,7.0,7.0,0.0,0.0,39.0,36.0,False
Hard,A,R,180.0,31.8,R,185.0,36.3,3,7.0,3.0,77.0,41.0,29.0,18.0,10.0,3.0,5.0,6.0,1.0,73.0,48.0,32.0,20.0,10.0,6.0,6.0,58.0,82.0,False
Hard,A,R,175.0,32.4,R,193.0,22.1,3,2.0,2.0,99.0,66.0,50.0,16.0,15.0,5.0,7.0,9.0,1.0,86.0,51.0,39.0,25.0,15.0,0.0,1.0,26.0,10.0,False
Hard,A,L,191.0,20.8,R,196.0,25.6,3,5.0,2.0,115.0,79.0,55.0,15.0,15.0,9.0,12.0,22.0,1.0,99.0,70.0,58.0,15.0,16.0,2.0,3.0,48.0,11.0,False
Hard,A,R,185.0,24.1,R,185.0,29.1,3,3.0,0.0,75.0,49.0,32.0,13.0,13.0,4.0,8.0,3.0,0.0,78.0,55.0,35.0,15.0,13.0,2.0,5.0,28.0,132.0,False
Hard,A,R,198.0,26.4,R,196.0,22.2,3,4.0,2.0,83.0,54.0,38.0,12.0,12.0,0.0,3.0,10.0,2.0,78.0,51.0,38.0,13.0,12.0,2.0,4.0,18.0,36.0,False
Hard,A,R,183.0,25.4,L,170.0,27.0,3,4.0,0.0,66.0,48.0,29.0,7.0,10.0,3.0,7.0,3.0,1.0,62.0,43.0,28.0,11.0,9.0,0.0,1.0,55.0,39.0,False
Hard,A,L,180.0,20.1,R,185.0,36.3,3,8.0,4.0,87.0,51.0,31.0,20.0,12.0,4.0,7.0,4.0,1.0,90.0,65.0,48.0,10.0,12.0,8.0,10.0,136.0,82.0,False
Hard,A,R,170.0,30.1,R,180.0,31.8,3,1.0,2.0,75.0,57.0,33.0,10.0,10.0,9.0,12.0,6.0,0.0,59.0,36.0,25.0,19.0,10.0,3.0,4.0,19.0,58.0,False
Hard,A,R,180.0,30.4,R,175.0,32.4,3,0.0,0.0,50.0,30.0,13.0,9.0,8.0,1.0,6.0,1.0,0.0,42.0,22.0,18.0,13.0,7.0,3.0,3.0,69.0,26.0,False
Hard,A,R,188.0,21.9,L,191.0,20.8,3,1.0,1.0,41.0,29.0,13.0,6.0,7.0,3.0,7.0,5.0,1.0,37.0,21.0,20.0,12.0,8.0,0.0,0.0,41.0,48.0,False
Hard,A,R,178.0,27.7,R,185.0,29.1,3,1.0,2.0,42.0,23.0,13.0,7.0,8.0,1.0,5.0,5.0,0.0,42.0,35.0,30.0,3.0,8.0,0.0,0.0,268.0,132.0,False
Hard,A,L,196.0,26.3,R,185.0,24.1,3,11.0,1.0,119.0,82.0,61.0,15.0,17.0,6.0,9.0,7.0,5.0,100.0,66.0,52.0,16.0,16.0,2.0,4.0,62.0,28.0,False
Hard,A,R,180.0,29.2,R,196.0,22.2,3,9.0,1.0,107.0,64.0,51.0,18.0,16.0,3.0,7.0,6.0,2.0,88.0,50.0,37.0,22.0,15.0,2.0,3.0,60.0,36.0,False
Hard,A,R,188.0,25.4,R,183.0,25.4,3,15.0,2.0,114.0,77.0,56.0,21.0,17.0,4.0,6.0,6.0,3.0,104.0,73.0,57.0,22.0,17.0,0.0,1.0,113.0,55.0,False
Hard,A,R,188.0,27.0,L,180.0,20.1,3,2.0,5.0,69.0,37.0,24.0,16.0,9.0,7.0,10.0,5.0,2.0,53.0,31.0,26.0,13.0,9.0,4.0,4.0,34.0,136.0,False
Hard,A,R,183.0,37.5,R,185.0,36.3,3,15.0,2.0,91.0,52.0,41.0,22.0,15.0,5.0,7.0,2.0,3.0,96.0,64.0,47.0,17.0,15.0,4.0,7.0,193.0,82.0,False
Hard,A,R,188.0,26.2,R,175.0,32.4,3,6.0,3.0,57.0,38.0,27.0,8.0,9.0,3.0,5.0,3.0,1.0,58.0,43.0,33.0,8.0,10.0,1.0,1.0,68.0,26.0,False
Hard,A,R,185.0,19.4,R,193.0,22.2,3,4.0,0.0,68.0,50.0,32.0,10.0,10.0,3.0,5.0,11.0,3.0,63.0,46.0,36.0,11.0,11.0,3.0,3.0,25.0,9.0,False
Hard,A,R,185.0,19.4,R,193.0,22.2,3,0.0,3.0,49.0,34.0,21.0,5.0,8.0,5.0,8.0,9.0,0.0,51.0,33.0,27.0,11.0,9.0,1.0,1.0,1.0,9.0,False
Hard,A,R,183.0,34.5,R,185.0,19.4,3,2.0,1.0,73.0,48.0,39.0,15.0,12.0,2.0,2.0,11.0,1.0,89.0,59.0,48.0,15.0,12.0,7.0,7.0,22.0,25.0,False
Hard,A,R,188.0,31.2,R,185.0,19.4,3,0.0,1.0,64.0,36.0,22.0,14.0,9.0,9.0,12.0,1.0,2.0,64.0,43.0,33.0,10.0,10.0,4.0,5.0,15.0,1.0,False
Hard,A,R,196.0,25.3,R,193.0,22.2,3,10.0,7.0,72.0,44.0,28.0,10.0,9.0,7.0,11.0,10.0,1.0,41.0,25.0,22.0,11.0,8.0,0.0,0.0,38.0,9.0,False
Hard,A,R,196.0,27.2,R,185.0,19.4,3,7.0,1.0,58.0,42.0,32.0,4.0,10.0,1.0,3.0,3.0,1.0,56.0,40.0,33.0,12.0,10.0,0.0,0.0,51.0,25.0,False
Hard,A,R,183.0,37.5,R,183.0,34.5,3,6.0,0.0,93.0,72.0,51.0,9.0,12.0,12.0,14.0,2.0,0.0,66.0,50.0,40.0,12.0,12.0,1.0,2.0,194.0,22.0,False
Hard,A,R,188.0,27.0,R,185.0,19.4,3,3.0,4.0,55.0,28.0,19.0,11.0,9.0,2.0,6.0,1.0,1.0,60.0,45.0,33.0,7.0,9.0,1.0,2.0,35.0,1.0,False
Hard,A,L,180.0,20.1,R,188.0,31.2,3,12.0,3.0,103.0,60.0,46.0,26.0,17.0,3.0,6.0,7.0,2.0,115.0,87.0,62.0,18.0,17.0,6.0,7.0,129.0,15.0,False
Hard,A,R,183.0,23.1,R,193.0,22.2,3,0.0,1.0,34.0,22.0,9.0,3.0,6.0,2.0,7.0,10.0,2.0,36.0,24.0,22.0,6.0,7.0,0.0,0.0,28.0,9.0,False
Hard,A,L,188.0,34.7,R,196.0,25.3,3,0.0,3.0,55.0,36.0,22.0,10.0,9.0,5.0,8.0,10.0,3.0,57.0,39.0,32.0,8.0,9.0,2.0,2.0,40.0,38.0,False
Hard,A,L,188.0,24.3,R,185.0,19.4,3,3.0,3.0,54.0,37.0,24.0,7.0,9.0,2.0,5.0,5.0,3.0,51.0,34.0,29.0,10.0,9.0,1.0,1.0,103.0,25.0,False
Hard,A,L,178.0,24.8,R,196.0,27.2,3,4.0,0.0,59.0,45.0,26.0,6.0,9.0,6.0,10.0,9.0,0.0,52.0,37.0,27.0,9.0,9.0,0.0,1.0,46.0,51.0,False
Hard,A,R,190.0,35.4,R,183.0,34.5,3,6.0,3.0,57.0,35.0,23.0,6.0,8.0,5.0,9.0,2.0,1.0,68.0,53.0,32.0,11.0,9.0,7.0,8.0,49.0,22.0,False
Hard,A,R,185.0,21.2,R,183.0,37.5,3,6.0,2.0,85.0,52.0,43.0,15.0,16.0,0.0,3.0,9.0,0.0,85.0,57.0,43.0,19.0,16.0,4.0,6.0,44.0,194.0,False
Hard,A,L,191.0,20.8,R,185.0,19.4,3,9.0,4.0,85.0,56.0,38.0,14.0,14.0,5.0,9.0,1.0,2.0,91.0,70.0,47.0,9.0,15.0,4.0,7.0,45.0,1.0,False
Hard,A,L,183.0,34.3,R,188.0,27.0,3,5.0,2.0,106.0,72.0,45.0,15.0,15.0,8.0,13.0,6.0,9.0,105.0,67.0,41.0,17.0,15.0,10.0,14.0,42.0,35.0,False
Hard,A,R,198.0,25.4,L,180.0,20.1,3,15.0,9.0,56.0,33.0,28.0,7.0,10.0,1.0,3.0,7.0,0.0,69.0,37.0,29.0,18.0,11.0,1.0,2.0,34.0,129.0,False
Hard,A,R,170.0,21.8,R,188.0,31.2,3,0.0,0.0,42.0,31.0,17.0,4.0,7.0,1.0,5.0,4.0,0.0,43.0,30.0,25.0,10.0,8.0,2.0,2.0,39.0,15.0,False
Hard,A,L,196.0,26.3,R,193.0,22.2,3,13.0,1.0,97.0,65.0,49.0,20.0,16.0,3.0,5.0,17.0,4.0,82.0,56.0,50.0,17.0,16.0,0.0,0.0,62.0,9.0,False
Hard,A,R,183.0,23.3,R,183.0,23.1,3,4.0,1.0,101.0,72.0,41.0,14.0,13.0,7.0,12.0,6.0,1.0,92.0,55.0,39.0,24.0,14.0,4.0,5.0,31.0,28.0,False
Hard,A,R,185.0,29.1,R,196.0,25.3,3,3.0,3.0,62.0,39.0,25.0,14.0,10.0,1.0,3.0,10.0,4.0,58.0,34.0,28.0,16.0,11.0,0.0,1.0,60.0,38.0,False
Hard,A,R,185.0,20.6,L,188.0,34.7,3,12.0,0.0,98.0,69.0,45.0,14.0,13.0,8.0,11.0,1.0,0.0,79.0,62.0,46.0,6.0,13.0,4.0,7.0,23.0,40.0,False
Hard,A,R,183.0,23.6,R,185.0,19.4,3,1.0,3.0,57.0,28.0,19.0,15.0,10.0,2.0,5.0,8.0,2.0,65.0,45.0,35.0,10.0,10.0,3.0,3.0,24.0,25.0,False
Hard,A,R,188.0,21.9,L,188.0,24.3,3,2.0,1.0,57.0,38.0,24.0,6.0,8.0,6.0,9.0,7.0,0.0,51.0,36.0,31.0,7.0,9.0,2.0,2.0,50.0,103.0,False
Hard,A,R,178.0,27.5,L,178.0,24.8,3,6.0,1.0,102.0,69.0,47.0,21.0,17.0,7.0,9.0,6.0,2.0,99.0,66.0,47.0,24.0,17.0,3.0,4.0,65.0,46.0,False
Hard,A,R,198.0,34.0,R,196.0,27.2,3,12.0,2.0,106.0,65.0,53.0,18.0,16.0,3.0,5.0,11.0,1.0,86.0,67.0,50.0,12.0,15.0,0.0,2.0,16.0,51.0,False
Hard,A,R,188.0,27.3,R,183.0,34.5,3,5.0,1.0,40.0,25.0,16.0,5.0,8.0,1.0,5.0,3.0,0.0,47.0,30.0,27.0,8.0,9.0,0.0,1.0,75.0,22.0,False
Hard,A,R,185.0,25.2,R,190.0,35.4,3,11.0,3.0,90.0,57.0,45.0,15.0,15.0,5.0,9.0,11.0,6.0,107.0,64.0,51.0,22.0,16.0,8.0,10.0,93.0,49.0,False
Hard,A,R,180.0,31.8,R,185.0,21.2,3,8.0,1.0,99.0,60.0,47.0,21.0,15.0,3.0,4.0,6.0,1.0,91.0,59.0,44.0,20.0,15.0,1.0,3.0,53.0,44.0,False
Hard,A,R,183.0,23.8,R,183.0,37.5,3,5.0,1.0,43.0,27.0,22.0,12.0,10.0,0.0,2.0,9.0,0.0,53.0,28.0,26.0,16.0,10.0,3.0,3.0,3.0,194.0,False
Hard,A,L,185.0,23.5,R,198.0,26.6,3,6.0,6.0,81.0,41.0,32.0,11.0,13.0,6.0,11.0,6.0,3.0,97.0,64.0,46.0,13.0,14.0,6.0,9.0,19.0,4.0,False
Hard,A,R,188.0,31.4,R,198.0,26.6,3,2.0,2.0,66.0,46.0,28.0,8.0,9.0,4.0,7.0,6.0,2.0,44.0,31.0,27.0,9.0,9.0,0.0,0.0,32.0,4.0,False
Hard,A,R,188.0,25.9,L,185.0,23.5,3,2.0,3.0,52.0,36.0,27.0,6.0,9.0,1.0,4.0,7.0,5.0,62.0,39.0,37.0,9.0,9.0,1.0,1.0,27.0,19.0,False
Hard,A,R,188.0,21.1,R,198.0,26.6,3,4.0,0.0,62.0,33.0,21.0,14.0,9.0,3.0,6.0,7.0,0.0,49.0,37.0,30.0,6.0,9.0,0.0,0.0,12.0,4.0,False
Hard,A,R,180.0,29.2,R,188.0,31.4,3,5.0,0.0,79.0,55.0,41.0,7.0,14.0,4.0,8.0,11.0,0.0,77.0,53.0,42.0,13.0,15.0,4.0,7.0,58.0,32.0,False
Hard,A,R,175.0,32.4,L,185.0,23.5,3,0.0,1.0,85.0,60.0,39.0,9.0,9.0,13.0,16.0,7.0,3.0,52.0,35.0,30.0,9.0,9.0,4.0,4.0,26.0,19.0,False
Hard,A,R,196.0,25.6,R,188.0,25.9,3,28.0,1.0,96.0,62.0,50.0,23.0,17.0,0.0,1.0,7.0,1.0,116.0,77.0,62.0,20.0,17.0,4.0,4.0,11.0,27.0,False
Hard,A,R,185.0,29.1,R,198.0,26.6,3,1.0,1.0,63.0,41.0,27.0,9.0,9.0,3.0,6.0,6.0,4.0,56.0,40.0,31.0,9.0,9.0,1.0,1.0,113.0,4.0,False
Hard,A,R,185.0,24.1,R,188.0,21.1,3,3.0,2.0,53.0,32.0,23.0,6.0,10.0,1.0,5.0,2.0,0.0,65.0,42.0,27.0,14.0,11.0,2.0,4.0,29.0,12.0,False
Hard,A,R,188.0,25.0,R,188.0,31.4,3,5.0,1.0,54.0,33.0,21.0,10.0,9.0,3.0,6.0,8.0,1.0,49.0,27.0,25.0,12.0,10.0,0.0,1.0,8.0,32.0,False
Hard,A,L,188.0,27.1,R,180.0,29.2,3,3.0,1.0,47.0,27.0,20.0,8.0,9.0,0.0,3.0,1.0,0.0,60.0,34.0,22.0,18.0,10.0,3.0,4.0,13.0,58.0,False
Hard,A,R,198.0,26.4,R,175.0,32.4,3,1.0,3.0,56.0,36.0,19.0,7.0,8.0,3.0,8.0,2.0,2.0,44.0,27.0,20.0,11.0,8.0,1.0,2.0,18.0,26.0,False
Hard,A,R,193.0,24.9,L,185.0,23.5,3,10.0,1.0,81.0,51.0,37.0,12.0,13.0,2.0,6.0,10.0,4.0,65.0,33.0,29.0,22.0,13.0,2.0,3.0,10.0,19.0,False
Hard,A,R,188.0,23.5,R,196.0,25.6,3,6.0,7.0,95.0,55.0,40.0,22.0,15.0,4.0,6.0,21.0,1.0,92.0,57.0,46.0,22.0,16.0,4.0,5.0,43.0,11.0,False
Hard,A,R,193.0,24.1,R,188.0,25.9,3,14.0,0.0,94.0,67.0,51.0,14.0,16.0,3.0,6.0,9.0,1.0,108.0,69.0,54.0,20.0,16.0,9.0,12.0,5.0,27.0,False
Hard,A,R,185.0,30.6,R,198.0,26.6,3,0.0,4.0,48.0,30.0,17.0,6.0,8.0,0.0,4.0,10.0,2.0,41.0,32.0,26.0,6.0,8.0,0.0,0.0,94.0,4.0,False
Hard,A,R,185.0,25.4,R,185.0,29.1,3,5.0,3.0,103.0,62.0,43.0,27.0,16.0,5.0,6.0,8.0,8.0,112.0,71.0,47.0,23.0,16.0,4.0,7.0,30.0,113.0,False
Hard,A,R,185.0,26.4,R,188.0,21.1,3,3.0,2.0,51.0,33.0,19.0,9.0,8.0,4.0,7.0,9.0,1.0,43.0,26.0,24.0,12.0,9.0,0.0,0.0,86.0,12.0,False
Hard,A,R,170.0,30.1,R,188.0,25.0,3,0.0,3.0,73.0,47.0,26.0,13.0,9.0,5.0,9.0,7.0,0.0,54.0,36.0,27.0,11.0,8.0,3.0,3.0,21.0,8.0,False
Hard,A,L,183.0,28.3,R,188.0,31.4,3,9.0,0.0,52.0,36.0,27.0,7.0,9.0,4.0,6.0,10.0,1.0,51.0,34.0,29.0,12.0,10.0,0.0,0.0,66.0,32.0,False
Hard,A,R,188.0,26.3,R,180.0,29.2,3,4.0,4.0,52.0,25.0,17.0,12.0,9.0,1.0,4.0,6.0,1.0,56.0,38.0,30.0,10.0,9.0,3.0,3.0,71.0,58.0,False
Hard,A,R,185.0,27.5,L,188.0,27.1,3,19.0,1.0,106.0,70.0,50.0,17.0,15.0,8.0,10.0,7.0,0.0,88.0,59.0,48.0,15.0,14.0,5.0,6.0,55.0,13.0,False
Hard,A,R,196.0,29.2,R,175.0,32.4,3,17.0,6.0,93.0,51.0,38.0,15.0,11.0,10.0,13.0,6.0,0.0,65.0,35.0,27.0,18.0,11.0,1.0,3.0,54.0,26.0,False
Hard,A,R,183.0,23.8,R,198.0,26.4,3,10.0,2.0,79.0,48.0,39.0,15.0,12.0,3.0,4.0,13.0,0.0,73.0,52.0,45.0,12.0,12.0,3.0,3.0,56.0,18.0,False
Hard,A,L,191.0,23.4,L,185.0,23.5,3,1.0,3.0,63.0,36.0,23.0,15.0,10.0,6.0,9.0,8.0,4.0,74.0,43.0,33.0,15.0,10.0,6.0,7.0,130.0,19.0,False
Hard,A,L,170.0,27.0,R,193.0,24.9,3,3.0,0.0,102.0,70.0,49.0,22.0,16.0,2.0,4.0,21.0,1.0,113.0,70.0,57.0,23.0,17.0,4.0,5.0,37.0,10.0,False
Hard,A,R,188.0,24.7,R,196.0,25.6,3,9.0,3.0,115.0,64.0,42.0,31.0,15.0,4.0,6.0,28.0,3.0,98.0,63.0,53.0,16.0,15.0,3.0,5.0,17.0,11.0,False
Hard,A,R,191.0,27.4,R,188.0,23.5,3,3.0,1.0,53.0,30.0,19.0,8.0,9.0,1.0,5.0,1.0,1.0,46.0,30.0,26.0,8.0,8.0,1.0,1.0,48.0,43.0,False
Hard,A,R,191.0,25.9,R,188.0,25.9,3,19.0,3.0,96.0,65.0,50.0,9.0,15.0,2.0,4.0,12.0,6.0,83.0,53.0,47.0,15.0,15.0,5.0,6.0,69.0,27.0,False
Hard,A,R,183.0,29.1,R,193.0,24.1,3,5.0,1.0,78.0,53.0,29.0,15.0,10.0,7.0,10.0,8.0,0.0,54.0,39.0,32.0,9.0,10.0,0.0,1.0,155.0,5.0,False
Hard,M,R,188.0,35.4,R,185.0,19.5,3,8.0,2.0,80.0,51.0,42.0,14.0,15.0,0.0,3.0,6.0,7.0,109.0,69.0,49.0,19.0,15.0,10.0,12.0,7.0,18.0,False
Hard,M,R,193.0,22.2,R,185.0,19.5,3,4.0,2.0,64.0,47.0,30.0,6.0,9.0,5.0,8.0,5.0,1.0,47.0,37.0,32.0,4.0,9.0,0.0,0.0,8.0,18.0,False
Hard,M,R,193.0,24.2,R,188.0,35.4,3,9.0,1.0,89.0,61.0,44.0,14.0,14.0,4.0,6.0,11.0,0.0,78.0,49.0,41.0,21.0,15.0,0.0,2.0,5.0,7.0,False
Hard,M,R,185.0,19.4,R,185.0,19.5,3,3.0,1.0,60.0,38.0,31.0,12.0,10.0,3.0,4.0,5.0,3.0,72.0,53.0,40.0,12.0,11.0,2.0,2.0,1.0,18.0,False
Hard,M,R,188.0,24.7,R,193.0,22.2,3,6.0,3.0,69.0,39.0,24.0,14.0,8.0,11.0,14.0,8.0,0.0,50.0,36.0,31.0,7.0,9.0,0.0,0.0,21.0,8.0,False
Hard,M,R,185.0,20.6,R,188.0,35.4,3,2.0,2.0,53.0,33.0,15.0,8.0,7.0,6.0,11.0,3.0,0.0,38.0,21.0,18.0,11.0,8.0,0.0,1.0,23.0,7.0,False
Hard,M,R,185.0,25.4,R,193.0,24.2,3,2.0,2.0,41.0,26.0,16.0,8.0,9.0,0.0,3.0,2.0,1.0,63.0,41.0,31.0,13.0,9.0,7.0,7.0,31.0,5.0,False
Hard,M,R,188.0,31.4,R,185.0,19.4,3,3.0,2.0,59.0,41.0,23.0,5.0,8.0,2.0,7.0,1.0,3.0,47.0,30.0,23.0,8.0,8.0,3.0,4.0,28.0,1.0,False
Hard,M,R,188.0,25.0,R,185.0,19.5,3,9.0,0.0,63.0,41.0,33.0,10.0,11.0,1.0,3.0,7.0,4.0,72.0,40.0,30.0,22.0,11.0,6.0,6.0,9.0,18.0,False
Hard,M,R,183.0,23.7,R,188.0,24.7,3,7.0,1.0,62.0,35.0,29.0,9.0,10.0,5.0,7.0,14.0,3.0,77.0,45.0,33.0,17.0,11.0,4.0,5.0,25.0,21.0,False
Hard,M,R,183.0,37.8,R,193.0,22.2,3,2.0,0.0,55.0,31.0,19.0,9.0,8.0,3.0,7.0,11.0,3.0,53.0,36.0,27.0,9.0,8.0,2.0,2.0,188.0,8.0,False
Hard,M,R,198.0,26.4,R,188.0,35.4,3,2.0,2.0,57.0,36.0,23.0,4.0,8.0,4.0,8.0,2.0,3.0,48.0,28.0,24.0,11.0,9.0,0.0,1.0,19.0,7.0,False
Hard,M,R,183.0,23.8,R,185.0,20.6,3,2.0,2.0,91.0,55.0,37.0,22.0,15.0,4.0,7.0,4.0,1.0,78.0,56.0,43.0,14.0,15.0,1.0,3.0,4.0,23.0,False
Hard,M,L,178.0,23.5,R,193.0,24.2,3,3.0,3.0,67.0,44.0,33.0,12.0,10.0,5.0,6.0,3.0,0.0,58.0,33.0,30.0,17.0,11.0,0.0,0.0,64.0,5.0,False
Hard,M,R,188.0,31.3,R,185.0,25.4,3,3.0,0.0,64.0,52.0,34.0,3.0,10.0,9.0,12.0,4.0,0.0,57.0,38.0,29.0,13.0,10.0,0.0,1.0,14.0,31.0,False
Hard,M,L,170.0,27.0,R,185.0,19.4,3,0.0,0.0,59.0,41.0,29.0,8.0,10.0,3.0,6.0,9.0,1.0,46.0,34.0,29.0,8.0,10.0,0.0,1.0,38.0,1.0,False
Hard,M,R,178.0,35.4,R,188.0,31.4,3,2.0,4.0,87.0,54.0,29.0,14.0,9.0,14.0,19.0,5.0,0.0,47.0,29.0,25.0,10.0,9.0,1.0,2.0,59.0,28.0,False
Hard,M,R,196.0,25.7,R,185.0,19.5,3,10.0,4.0,60.0,31.0,22.0,14.0,10.0,4.0,8.0,3.0,1.0,49.0,38.0,29.0,7.0,9.0,0.0,0.0,10.0,18.0,False
